	Ticket 3: 
1,14,22,_,48,51,_,_,_
_,19,27,_,_,54,62,_,85
9,_,29,_,_,_,68,75,88

Card 72
	Ticket 1: 
_,_,24,_,_,51,62,73,83
_,_,_,35,47,_,63,76,86
_,_,25,_,48,_,65,77,89
	Ticket 2: 
_,11,21,30,40,_,_,_,82
_,_,26,36,42,_,_,76,84
_,16,_,_,_,52,66,78,86
	Ticket 3: 
1,_,20,31,_,_,67,_,83
_,14,23,_,42,_,_,76,85
9,_,29,39,46,_,_,_,88

Card 73
	Ticket 1: 
1,14,21,33,49,_,_,_,_
_,15,28,_,_,_,63,70,90
2,_,_,34,_,52,65,76,_
	Ticket 2: 
5,_,_,30,_,51,66,_,81
7,_,_,31,41,_,68,78,_
8,19,25,_,43,_,_,_,84
	Ticket 3: 
_,14,_,_,40,_,65,72,85
_,_,21,30,43,_,_,73,87
_,15,28,_,_,51,_,76,90

Card 74
	Ticket 1: 
7,_,_,_,42,54,_,70,86
_,14,27,_,44,_,_,73,89
8,_,28,33,46,_,60,_,_
	Ticket 2: 
_,12,21,_,42,_,63,76,_
_,14,_,36,_,_,68,79,89
8,18,24,_,_,53,_,_,90
	Ticket 3: 
_,17,27,35,47,_,65,_,_
3,_,_,36,_,53,68,74,_
8,_,_,38,_,55,_,79,80

Card 75
	Ticket 1: 
3,_,21,31,40,_,_,70,_
_,_,25,33,_,50,62,79,_
6,16,29,39,43,_,_,_,_
	Ticket 2: 
8,_,_,32,40,_,61,_,82
_,15,23,_,41,56,65,_,_
_,19,_,_,49,58,68,79,_
	Ticket 3: 
_,_,21,33,40,_,66,_,82
7,_,26,35,43,57,_,_,_
8,19,29,37,_,_,_,_,84

Card 76
	Ticket 1: 
2,10,21,37,_,_,61,_,_
_,13,25,_,46,54,_,76,_
7,_,29,38,_,57,69,_,_
	Ticket 2: 
1,_,_,_,_,51,68,78,80
_,_,20,_,47,52,69,_,82
_,12,26,30,_,57,_,_,88
	Ticket 3: 
_,12,24,34,_,_,60,71,_
_,15,27,_,43,_,62,72,_
5,18,_,_,44,52,_,_,82

Card 77
	Ticket 1: 
3,12,_,_,_,_,62,71,83
7,13,29,_,_,_,63,_,87
9,14,_,32,_,55,_,76,_
	Ticket 2: 
2,10,_,31,_,_,64,71,_
_,_,_,36,41,54,67,72,_
6,15,_,39,43,_,_,75,_
	Ticket 3: 
_,13,_,33,45,52,_,_,84
_,16,26,36,_,56,61,_,_
_,18,29,_,49,57,_,_,87

Card 78
	Ticket 1: 
6,10,20,_,_,50,60,_,_
_,14,21,35,_,_,64,75,_
_,_,24,38,44,57,_,_,83
	Ticket 2: 
_,_,28,39,44,51,_,_,83
1,_,_,_,47,57,65,72,_
2,_,29,_,_,_,66,79,86
	Ticket 3: 
_,14,24,32,44,58,_,_,_
4,_,25,34,46,_,_,_,88
5,19,_,39,_,_,69,75,_

Card 79
	Ticket 1: 
_,13,26,39,43,_,64,_,_
_,16,_,_,_,55,65,72,85
2,_,27,_,49,_,66,74,_
	Ticket 2: 
_,13,_,_,40,54,_,74,83
1,17,23,_,_,_,65,_,88
7,18,_,_,46,59,_,75,_
	Ticket 3: 
2,15,21,37,_,_,_,72,_
_,18,23,38,_,54,62,_,_
9,_,_,_,44,55,65,76,_

Card 80
	Ticket 1: 
_,_,22,_,45,55,64,77,_
3,11,28,35,46,_,_,_,_
6,14,29,_,_,_,68,79,_
	Ticket 2: 
_,12,20,30,_,51,_,77,_
7,_,21,33,_,_,63,_,82
_,16,23,_,42,54,_,_,87
	Ticket 3: 
7,15,_,_,_,53,60,75,_
_,19,_,34,40,_,65,_,87
_,_,_,37,45,58,68,_,89

Card 81
	Ticket 1: 
_,10,20,_,40,_,61,73,_
1,11,_,_,_,55,66,_,83
6,_,_,_,42,56,69,76,_
	Ticket 2: 
1,_,23,32,_,50,65,_,_
6,_,29,_,_,52,68,73,_
_,12,_,_,42,53,_,74,87
	Ticket 3: 
_,10,22,_,40,55,_,70,_
1,14,26,31,_,_,64,_,_
2,19,_,38,45,_,_,72,_

Card 82
	Ticket 1: 
6,11,21,_,_,_,64,73,_
_,12,_,33,42,_,66,76,_
8,15,_,35,47,_,_,77,_
	Ticket 2: 
3,_,_,31,_,50,_,74,82
_,10,23,33,44,_,_,76,_
4,_,26,36,_,_,68,_,89
	Ticket 3: 
1,_,_,_,43,52,60,78,_
8,13,23,39,47,_,_,_,_
_,_,25,_,48,56,63,_,88

Card 83
	Ticket 1: 
5,_,27,30,_,_,67,_,80
6,17,_,35,_,52,_,_,90
9,19,29,38,_,_,68,_,_
	Ticket 2: 
6,11,_,_,49,50,68,_,_
_,16,24,_,_,55,_,77,85
_,17,27,38,_,59,_,_,87
	Ticket 3: 
_,11,20,_,_,_,67,70,80
_,_,24,33,45,51,_,71,_
_,18,26,38,_,58,_,76,_

Card 84
	Ticket 1: 
_,13,23,30,_,50,62,_,_
_,15,25,_,_,53,_,73,83
3,_,_,31,_,58,64,77,_
	Ticket 2: 
5,_,22,_,44,_,_,71,80
6,_,_,_,46,58,61,79,_
7,17,_,_,48,_,62,_,88
	Ticket 3: 
6,10,21,36,_,_,66,_,_
_,12,_,_,44,_,68,77,82
8,18,_,38,_,_,69,_,84

Card 85
	Ticket 1: 
_,10,_,_,_,55,69,73,83
_,13,20,36,_,57,_,79,_
7,16,_,_,44,59,_,_,85
	Ticket 2: 
_,10,_,31,40,55,61,_,_
_,16,24,_,_,_,63,73,84
_,17,_,36,_,_,68,76,87
	Ticket 3: 
1,13,24,_,41,53,_,_,_
_,15,_,39,46,_,60,_,80
7,_,26,_,_,56,68,_,82

Card 86
	Ticket 1: 
2,_,_,30,45,50,60,_,_
4,_,20,31,47,52,_,_,_
_,_,25,36,_,56,_,76,82
	Ticket 2: 
_,14,_,_,40,54,64,_,80
7,16,20,_,43,_,_,_,82
9,18,22,_,_,_,69,_,88
	Ticket 3: 
5,_,_,_,48,_,68,72,81
6,12,_,31,_,50,_,78,_
9,19,20,_,49,_,_,_,87

Card 87
	Ticket 1: 
5,_,_,_,44,50,_,71,88
7,16,_,_,_,58,_,79,89
_,_,28,38,_,59,61,_,90
	Ticket 2: 
8,_,_,35,42,_,68,_,84
_,19,_,_,46,50,69,74,_
9,_,23,38,_,56,_,_,87
	Ticket 3: 
1,_,21,33,_,50,63,_,_
_,13,22,_,_,54,_,70,84
4,15,28,37,_,_,64,_,_

Card 88
	Ticket 1: 
_,13,20,_,40,_,61,_,84
_,17,21,31,42,_,_,_,87
_,_,28,_,43,56,65,_,89
	Ticket 2: 
4,_,25,_,_,51,_,76,80
6,12,_,_,47,_,61,_,83
_,_,_,_,49,53,66,78,84
	Ticket 3: 
9,14,20,32,_,51,_,_,_
_,_,23,37,44,_,60,_,81
_,_,_,39,46,58,62,_,84

Card 89
	Ticket 1: 
5,_,21,30,40,_,61,_,_
_,14,25,32,_,51,_,_,82
_,19,_,_,47,54,68,_,87
	Ticket 2: 
1,_,21,30,_,_,67,73,_
7,17,_,_,_,56,_,77,84
_,_,23,_,40,58,_,78,88
	Ticket 3: 
_,10,_,39,_,53,_,74,80
4,16,25,_,43,_,_,_,82
_,19,_,_,46,_,61,78,88

Card 90
	Ticket 1: 
_,13,_,31,_,52,60,_,81
_,15,20,_,_,54,63,_,85
8,_,28,33,46,58,_,_,_
	Ticket 2: 
1,_,21,_,42,_,63,_,81
3,_,26,_,_,56,65,73,_
4,_,27,_,_,_,68,79,85
	Ticket 3: 
8,_,_,30,41,50,_,_,81
_,18,_,37,49,_,_,74,87
_,19,_,38,_,_,64,75,88

Card 91
	Ticket 1: 
_,_,20,_,42,_,64,70,80
3,_,21,33,46,_,_,75,_
_,18,_,_,_,55,65,77,81
	Ticket 2: 
7,_,_,34,44,53,_,70,_
8,15,_,35,47,_,_,72,_
_,19,_,39,48,_,63,79,_
	Ticket 3: 
1,11,_,_,_,_,66,75,80
6,_,25,_,46,54,_,_,84
8,_,26,33,_,_,_,78,89

Card 92
	Ticket 1: 
_,19,20,_,_,54,63,72,_
6,_,21,30,_,_,64,79,_
7,_,24,_,44,57,69,_,_
	Ticket 2: 
6,_,26,34,_,_,69,73,_
_,16,_,35,_,57,_,78,85
_,17,29,37,44,_,_,_,90
	Ticket 3: 
7,_,24,_,42,_,62,78,_
_,10,27,_,_,56,_,79,81
_,18,_,33,49,_,65,_,90

Card 93
	Ticket 1: 
6,_,21,36,_,55,_,74,_
_,_,23,37,43,56,60,_,_
_,_,_,38,45,59,67,_,84
	Ticket 2: 
_,_,23,_,43,50,62,71,_
_,_,25,_,47,59,63,74,_
_,_,26,34,_,_,64,78,81
	Ticket 3: 
9,10,_,_,42,54,_,_,84
_,11,20,_,45,_,_,77,87
_,_,26,_,48,55,68,_,90

Card 94
	Ticket 1: 
_,17,_,_,41,51,61,70,_
_,_,22,_,43,_,64,75,82
_,_,26,36,48,_,67,_,87
	Ticket 2: 
3,_,26,_,42,50,66,_,_
_,10,27,33,_,_,_,77,83
6,19,_,_,46,53,_,_,86
	Ticket 3: 
1,_,24,31,_,53,_,77,_
_,17,26,32,_,54,_,_,90
6,19,_,35,47,_,67,_,_

Card 95
	Ticket 1: 
5,_,20,_,_,51,60,_,87
7,16,27,_,_,54,_,71,_
_,_,28,34,_,57,_,75,89
	Ticket 2: 
2,10,20,32,_,_,_,72,_
_,13,27,_,45,_,60,_,81
_,_,_,_,48,50,67,73,85
	Ticket 3: 
_,_,21,37,_,53,68,_,84
_,16,24,_,42,58,_,77,_
5,_,27,38,_,_,69,_,88

Card 96
	Ticket 1: 
6,_,_,_,40,_,63,72,86
7,_,25,_,42,_,66,_,88
8,15,27,_,_,_,68,74,_
	Ticket 2: 
_,_,26,_,40,54,67,_,86
1,_,27,_,_,_,68,71,90
_,18,29,36,41,_,_,78,_
	Ticket 3: 
3,_,20,_,_,50,67,_,87
_,13,25,37,_,56,_,75,_
8,16,29,_,42,_,_,_,89

Card 97
	Ticket 1: 
_,10,_,_,41,52,_,76,80
_,16,_,31,47,_,68,_,83
4,19,_,36,_,55,_,79,_
	Ticket 2: 
1,_,25,_,45,52,61,_,_
5,_,_,30,_,57,62,_,82
7,_,27,39,_,_,69,_,86
	Ticket 3: 
_,_,21,30,_,53,64,70,_
_,11,_,35,41,59,65,_,_
_,_,28,39,43,_,66,78,_

Card 98
	Ticket 1: 
_,13,_,_,46,51,62,71,_
_,19,21,_,_,53,68,76,_
_,_,_,33,_,56,69,78,81
	Ticket 2: 
4,11,21,_,_,_,_,74,80
5,14,26,34,_,_,_,78,_
6,16,_,_,41,_,66,_,87
	Ticket 3: 
_,10,_,30,45,50,_,_,81
_,_,27,34,46,53,_,_,85
_,_,_,39,47,_,68,71,86

Card 99
	Ticket 1: 
_,16,21,_,49,54,_,_,82
2,17,24,38,_,59,_,_,_
8,_,28,_,_,_,69,70,89
	Ticket 2: 
2,10,21,_,45,50,_,_,_
_,15,24,33,_,_,64,_,84
6,_,27,36,_,_,_,73,86
	Ticket 3: 
9,_,23,_,_,55,_,72,80
_,10,_,30,43,58,_,75,_
_,_,_,31,47,_,69,78,86

Card 100
	Ticket 1: 
4,_,22,37,46,50,_,_,_
_,_,23,_,47,_,60,79,87
8,_,24,_,48,55,69,_,_
	Ticket 2: 
_,11,_,36,40,51,_,_,88
_,16,20,38,_,53,61,_,_
_,18,24,_,49,55,66,_,_
	Ticket 3: 
_,_,_,32,41,51,60,70,_
8,15,23,36,42,_,_,_,_
_,18,_,37,_,57,68,_,88

Card 101
	Ticket 1: 
4,14,20,32,_,_,_,70,_
9,_,25,_,_,50,61,75,_
_,_,29,34,44,55,69,_,_
	Ticket 2: 
_,17,22,_,43,52,60,_,_
_,_,23,39,49,58,_,_,88
2,_,25,_,_,_,64,73,90
	Ticket 3: 
_,11,23,31,_,_,63,_,84
9,_,27,35,_,53,_,71,_
_,_,29,_,48,57,65,_,90

Card 102
	Ticket 1: 
1,17,20,_,41,_,61,_,_
_,_,22,34,_,58,68,74,_
_,_,23,39,48,_,69,75,_
	Ticket 2: 
_,_,21,_,42,_,63,73,81
_,11,22,31,45,_,_,_,82
_,16,28,33,46,_,_,77,_
	Ticket 3: 
_,10,_,_,42,55,60,_,86
2,_,_,37,43,_,64,_,87
_,_,29,39,_,57,66,76,_

Card 103
	Ticket 1: 
_,_,_,31,47,_,60,71,89
2,14,26,32,_,52,_,_,_
3,15,_,39,_,56,63,_,_
	Ticket 2: 
_,10,20,35,40,_,_,_,82
_,12,_,38,48,_,63,_,87
1,_,_,39,_,57,67,76,_
	Ticket 3: 
6,_,25,32,_,55,_,_,80
_,_,28,_,46,_,66,70,84
8,_,29,_,_,_,67,79,87

Card 104
	Ticket 1: 
6,_,_,30,43,_,61,72,_
_,19,_,_,44,53,_,75,81
_,_,21,31,_,56,_,79,86
	Ticket 2: 
_,14,_,30,41,_,_,71,83
_,_,26,33,_,56,62,_,90
_,18,_,_,42,59,65,79,_
	Ticket 3: 
4,10,21,_,42,_,65,_,_
_,11,24,_,_,_,66,77,81
_,16,_,35,_,_,69,78,86

Card 105
	Ticket 1: 
_,_,21,34,41,_,_,73,82
_,_,22,_,49,_,63,75,84
6,_,29,37,_,58,_,_,85
	Ticket 2: 
4,15,_,_,45,_,60,_,82
_,_,_,_,49,55,64,77,83
8,18,_,32,_,57,_,_,88
	Ticket 3: 
1,12,_,31,_,54,_,71,_
2,_,22,_,41,_,63,76,_
_,17,_,36,44,_,66,77,_

Card 106
	Ticket 1: 
_,10,_,30,_,52,62,72,_
_,_,22,35,_,57,64,_,89
_,11,27,36,_,59,67,_,_
	Ticket 2: 
_,_,27,_,41,54,_,71,84
3,_,28,32,_,55,_,74,_
_,15,_,35,42,_,_,75,89
	Ticket 3: 
7,_,20,_,43,51,_,_,89
_,_,24,_,47,52,65,72,_
_,13,26,33,_,54,_,74,_

Card 107
	Ticket 1: 
1,12,_,30,_,_,_,71,84
_,14,_,31,46,_,61,72,_
7,_,25,33,_,_,69,78,_
	Ticket 2: 
_,13,_,_,47,50,_,78,80
5,17,22,35,_,51,_,_,_
7,19,_,_,49,54,_,_,86
	Ticket 3: 
_,15,_,36,_,50,_,70,87
6,_,22,_,40,_,60,71,_
_,_,_,38,42,53,66,77,_

Card 108
	Ticket 1: 
8,10,_,_,_,58,62,71,_
_,12,_,_,48,_,67,73,81
_,15,20,_,_,59,_,79,89
	Ticket 2: 
2,13,_,36,_,51,_,72,_
_,15,_,38,43,54,61,_,_
_,16,29,_,49,58,69,_,_
	Ticket 3: 
4,13,23,_,46,50,_,_,_
7,_,24,_,48,56,_,_,86
8,14,_,30,49,59,_,_,_

Card 109
	Ticket 1: 
6,17,20,_,40,_,60,_,_
9,19,_,_,45,_,69,_,90
_,_,22,39,49,59,_,77,_
	Ticket 2: 
8,19,_,31,_,_,_,77,83
9,_,_,37,46,51,_,_,84
_,_,26,39,48,_,68,_,90
	Ticket 3: 
_,17,_,_,46,53,66,75,_
_,18,24,36,48,_,_,76,_
6,_,_,_,49,59,_,78,87

Card 110
	Ticket 1: 
_,12,22,30,_,54,_,_,84
_,_,_,_,49,59,63,75,87
_,17,26,37,_,_,65,_,89
	Ticket 2: 
1,13,_,31,_,_,_,70,80
_,16,22,35,46,53,_,_,_
4,19,_,36,48,_,_,79,_
	Ticket 3: 
3,_,21,34,_,52,_,_,80
5,14,22,_,48,_,60,_,_
7,15,24,38,_,_,65,_,_

Card 111
	Ticket 1: 
_,_,27,_,40,53,_,72,81
_,19,28,_,43,56,61,_,_
3,_,29,35,_,_,67,_,83
	Ticket 2: 
_,10,_,31,_,53,_,73,85
_,11,24,_,44,_,_,74,88
_,17,_,_,48,54,67,78,_
	Ticket 3: 
_,16,_,33,47,51,_,77,_
2,18,_,37,49,_,62,_,_
9,_,_,38,_,_,64,79,85

Card 112
	Ticket 1: 
_,_,27,30,_,50,_,72,86
1,17,28,34,_,_,63,_,_
_,_,_,36,48,51,67,_,88
	Ticket 2: 
3,14,_,31,44,50,_,_,_
_,_,27,39,45,_,65,77,_
8,15,29,_,_,_,_,78,87
	Ticket 3: 
_,14,_,32,40,_,60,70,_
3,15,22,_,_,_,68,73,_
7,_,24,37,46,_,_,74,_

Card 113
	Ticket 1: 
_,_,25,32,41,52,_,75,_
4,_,_,_,44,54,63,_,83
7,_,_,33,47,58,_,76,_
	Ticket 2: 
_,14,22,_,_,51,_,73,90
_,_,25,_,45,56,61,76,_
6,16,_,39,_,58,65,_,_
	Ticket 3: 
6,10,22,31,_,_,_,75,_
7,11,28,_,_,52,61,_,_
_,16,_,39,44,_,65,_,82

Card 114
	Ticket 1: 
1,10,29,_,_,_,62,72,_
8,12,_,_,45,_,_,73,89
_,19,_,_,49,54,67,75,_
	Ticket 2: 
_,_,22,_,44,59,_,75,82
_,13,26,_,48,_,_,76,84
_,15,_,_,49,_,69,79,90
	Ticket 3: 
_,_,21,35,45,50,61,_,_
_,_,23,_,46,_,63,71,87
4,11,27,38,47,_,_,_,_

Card 115
	Ticket 1: 
5,18,26,37,_,53,_,_,_
_,_,_,_,41,57,66,70,82
7,_,_,_,48,_,69,71,86
	Ticket 2: 
2,11,23,_,44,_,61,_,_
3,_,_,_,47,_,62,79,85
7,14,_,_,49,52,69,_,_
	Ticket 3: 
8,13,20,_,47,_,_,73,_
_,_,22,32,48,52,_,_,80
_,19,_,38,49,_,64,74,_

Card 116
	Ticket 1: 
3,12,_,_,48,_,_,71,88
8,17,_,_,_,54,_,74,90
_,18,28,_,_,58,61,75,_
	Ticket 2: 
5,11,27,_,42,_,_,_,87
9,16,_,_,43,_,65,74,_
_,_,_,_,44,59,67,76,90
	Ticket 3: 
_,18,22,_,41,_,_,70,83
1,19,25,_,_,54,_,75,_
2,_,29,33,_,_,64,77,_

Card 117
	Ticket 1: 
5,_,28,33,_,51,_,76,_
6,_,_,36,43,54,_,_,82
7,10,_,_,48,55,67,_,_
	Ticket 2: 
5,10,_,37,_,_,_,70,80
6,15,25,_,_,56,60,_,_
9,_,28,39,_,58,_,_,83
	Ticket 3: 
5,10,_,32,_,52,65,_,_
6,13,_,_,_,56,_,70,86
_,19,28,38,_,59,68,_,_

Card 118
	Ticket 1: 
_,_,22,37,_,52,_,70,81
5,14,24,_,_,_,_,78,83
8,15,_,38,_,55,63,_,_
	Ticket 2: 
_,11,_,32,43,_,_,73,80
_,_,_,34,48,_,68,75,83
5,13,_,_,49,52,_,79,_
	Ticket 3: 
4,12,_,30,_,51,_,_,83
5,16,25,32,_,52,_,_,_
6,_,29,_,_,_,61,73,89

Card 119
	Ticket 1: 
_,10,21,30,_,_,68,_,80
_,11,29,33,_,53,_,_,85
6,_,_,39,_,54,_,77,86
	Ticket 2: 
2,_,_,30,44,_,61,_,82
4,_,_,39,45,_,_,75,83
6,_,_,_,46,58,62,78,_
	Ticket 3: 
5,10,_,30,42,_,_,73,_
6,11,_,36,_,53,_,75,_
7,17,_,37,44,_,_,77,_

Card 120
	Ticket 1: 
_,15,20,_,40,_,69,74,_
2,_,24,_,43,56,_,75,_
7,19,26,39,_,57,_,_,_
	Ticket 2: 
7,16,22,_,_,_,63,_,89
_,17,25,_,49,_,66,71,_
_,_,27,34,_,58,67,74,_
	Ticket 3: 
_,_,23,_,_,50,65,70,83
8,11,27,_,_,51,_,73,_
_,_,_,30,45,53,69,_,87

Card 121
	Ticket 1: 
8,15,_,_,_,56,_,73,85
_,16,_,31,47,_,_,76,88
_,18,25,34,_,58,_,_,89
	Ticket 2: 
1,_,23,_,40,_,_,79,80
9,12,_,_,41,50,_,_,84
_,_,28,_,45,53,61,_,86
	Ticket 3: 
2,17,_,_,46,_,_,70,80
3,_,_,32,48,56,_,_,82
7,_,_,36,_,_,61,78,84

Card 122
	Ticket 1: 
_,14,22,35,_,_,63,_,84
_,15,_,_,40,54,65,_,87
_,18,24,37,45,56,_,_,_
	Ticket 2: 
8,_,_,_,42,51,_,71,81
_,11,21,_,45,59,65,_,_
9,15,_,_,49,_,67,78,_
	Ticket 3: 
8,_,23,_,41,_,_,74,88
_,_,27,_,42,52,62,75,_
_,_,_,39,45,56,65,79,_

Card 123
	Ticket 1: 
1,_,24,35,_,56,_,_,80
7,10,_,_,40,_,64,_,82
9,_,26,_,41,_,_,75,86
	Ticket 2: 
5,_,_,32,46,55,63,_,_
9,_,29,_,48,56,_,_,81
_,11,_,38,49,59,65,_,_
	Ticket 3: 
1,11,_,_,_,51,61,72,_
_,15,_,38,_,58,64,73,_
_,_,25,_,49,59,68,_,87

Card 124
	Ticket 1: 
2,_,_,34,47,_,_,71,83
3,_,27,39,_,_,61,_,87
7,_,_,_,_,52,62,73,90
	Ticket 2: 
_,10,_,34,43,_,_,71,81
5,_,23,37,_,55,67,_,_
9,_,_,39,47,_,_,79,88
	Ticket 3: 
_,12,20,33,_,_,62,70,_
6,18,22,_,_,_,66,77,_
_,_,24,37,_,59,67,78,_

Card 125
	Ticket 1: 
_,_,_,30,42,52,62,72,_
_,15,27,_,43,56,_,73,_
6,_,_,33,48,_,68,_,90
	Ticket 2: 
6,11,_,37,_,_,67,_,88
_,12,28,38,41,_,68,_,_
7,19,_,39,48,_,_,78,_
	Ticket 3: 
_,_,22,33,43,53,60,_,_
_,_,25,_,_,55,64,70,84
8,18,29,_,_,_,65,74,_

Card 126
	Ticket 1: 
1,_,28,35,_,_,61,73,_
8,_,29,_,47,50,_,_,80
9,_,_,37,_,55,_,77,84
	Ticket 2: 
_,_,_,30,40,52,61,_,81
3,11,23,_,47,_,62,_,_
_,15,28,37,_,58,_,77,_
	Ticket 3: 
1,11,21,_,_,51,_,71,_
5,14,28,_,46,_,_,74,_
9,19,29,_,_,56,63,_,_

Card 127
	Ticket 1: 
2,_,_,33,41,_,66,_,84
4,17,_,_,49,_,_,75,86
8,19,_,34,_,57,_,_,89
	Ticket 2: 
_,10,22,31,_,_,_,72,82
2,_,26,34,_,_,62,74,_
4,17,_,_,_,55,_,78,88
	Ticket 3: 
2,10,24,_,40,52,_,_,_
5,_,_,_,49,_,66,71,81
9,_,_,_,_,59,67,73,84

Card 128
	Ticket 1: 
_,_,24,_,43,50,_,76,86
1,_,28,_,44,54,62,_,_
4,12,_,_,45,_,66,_,90
	Ticket 2: 
8,17,_,_,_,51,_,74,82
_,18,20,_,_,57,66,75,_
_,_,22,32,_,58,_,78,85
	Ticket 3: 
_,_,_,35,44,50,_,77,81
9,12,_,37,45,_,_,_,85
_,_,26,39,49,54,_,78,_

Card 129
	Ticket 1: 
_,10,25,30,41,_,_,72,_
8,_,_,33,45,53,_,_,85
_,12,28,35,_,55,_,_,89
	Ticket 2: 
5,11,22,_,48,_,65,_,_
6,_,23,32,_,_,_,71,85
_,13,25,39,_,_,_,79,88
	Ticket 3: 
1,_,22,31,_,54,64,_,_
6,11,27,_,_,_,_,77,81
8,16,_,_,40,_,69,_,88

Card 130
	Ticket 1: 
_,_,26,_,_,51,64,71,80
1,_,_,_,46,_,67,74,82
7,_,_,_,_,54,68,76,86
	Ticket 2: 
1,_,20,_,_,54,_,72,82
_,13,21,37,_,55,_,_,84
_,16,_,39,_,_,65,77,89
	Ticket 3: 
5,_,26,_,_,54,63,_,85
_,12,_,36,41,57,64,_,_
_,_,_,37,46,_,65,76,86

Card 131
	Ticket 1: 
1,12,22,36,_,_,_,_,86
_,19,25,37,_,_,_,76,88
3,_,26,_,40,_,60,78,_
	Ticket 2: 
5,_,_,33,40,55,63,_,_
_,_,27,_,44,57,65,71,_
_,_,_,36,46,58,68,73,_
	Ticket 3: 
_,10,_,30,47,50,_,75,_
_,15,_,_,49,51,_,77,82
6,16,22,_,_,57,64,_,_

Card 132
	Ticket 1: 
_,_,20,33,42,54,_,72,_
5,_,28,36,_,56,_,_,83
7,_,_,_,45,57,61,_,86
	Ticket 2: 
_,_,_,30,40,51,69,76,_
_,12,29,36,43,_,_,_,81
_,16,_,_,47,58,_,78,89
	Ticket 3: 
_,_,_,31,45,53,68,_,88
_,13,29,_,46,56,_,77,_
5,_,_,32,48,58,_,79,_

Card 133
	Ticket 1: 
1,17,_,31,41,52,_,_,_
_,_,20,39,44,54,_,_,84
8,18,24,_,47,_,_,_,89
	Ticket 2: 
4,_,22,37,_,55,_,_,81
_,11,_,38,_,_,63,72,82
8,13,28,_,_,56,_,_,86
	Ticket 3: 
2,14,_,31,_,53,_,_,80
_,16,_,_,41,_,64,76,84
_,_,27,33,47,_,_,77,90

Card 134
	Ticket 1: 
_,17,_,30,41,55,_,71,_
1,_,26,38,_,57,65,_,_
4,18,_,39,_,58,_,77,_
	Ticket 2: 
_,_,23,34,44,_,62,73,_
6,_,25,39,_,_,63,77,_
_,18,29,_,47,_,67,_,83
	Ticket 3: 
3,11,20,_,40,_,60,_,_
5,_,25,35,41,_,61,_,_
_,13,_,36,44,52,_,_,89

Card 135
	Ticket 1: 
4,16,_,31,48,52,_,_,_
5,19,_,_,_,58,_,72,81
9,_,21,_,49,_,_,73,88
	Ticket 2: 
_,_,_,_,42,52,63,70,85
2,_,27,30,_,53,65,_,_
_,13,_,_,47,56,67,75,_
	Ticket 3: 
4,11,_,30,41,_,_,_,85
_,12,20,_,46,50,_,72,_
_,17,29,31,_,_,68,_,87

Card 136
	Ticket 1: 
_,_,28,36,_,50,_,74,84
3,14,_,_,43,53,66,_,_
9,_,_,37,48,54,_,_,86
	Ticket 2: 
_,19,26,33,_,51,_,_,82
_,_,28,34,40,53,_,_,84
_,_,29,38,42,_,61,78,_
	Ticket 3: 
4,13,_,34,_,_,_,76,85
_,_,27,_,41,51,65,_,88
9,17,_,_,42,_,66,79,_

Card 137
	Ticket 1: 
_,10,21,32,42,55,_,_,_
_,14,_,34,45,_,65,_,85
_,_,23,_,49,_,68,75,86
	Ticket 2: 
4,14,_,31,42,57,_,_,_
_,19,26,_,44,58,62,_,_
8,_,_,_,47,59,64,_,83
	Ticket 3: 
2,_,21,33,_,56,_,71,_
7,12,26,_,_,_,_,73,82
_,19,28,34,_,_,67,79,_

Card 138
	Ticket 1: 
7,_,25,34,_,51,_,71,_
8,_,26,35,_,_,_,72,88
_,_,29,_,_,59,65,78,89
	Ticket 2: 
_,14,28,_,_,_,63,70,80
3,_,_,_,_,56,66,71,85
8,18,_,_,42,57,_,74,_
	Ticket 3: 
5,_,21,_,_,51,_,71,84
_,13,_,_,46,55,62,74,_
_,_,27,_,_,59,67,76,89

Card 139
	Ticket 1: 
1,_,_,_,41,51,61,_,81
7,10,_,33,_,55,_,_,82
9,14,_,_,_,58,67,_,90
	Ticket 2: 
_,12,20,_,40,52,_,_,81
1,14,24,_,_,59,67,_,_
4,_,28,34,44,_,_,_,90
	Ticket 3: 
_,13,20,31,_,_,_,75,80
4,_,21,39,_,_,60,_,90
8,18,_,_,47,53,_,78,_

Card 140
	Ticket 1: 
4,12,28,_,40,_,_,79,_
7,14,_,30,47,_,_,_,85
9,17,_,39,48,59,_,_,_
	Ticket 2: 
_,19,_,_,40,52,62,_,81
4,_,27,31,_,57,65,_,_
6,_,_,_,_,58,69,73,90
	Ticket 3: 
6,12,25,_,_,53,65,_,_
7,_,_,_,42,56,_,79,82
9,17,_,35,44,_,_,_,87

Card 141
	Ticket 1: 
_,_,_,37,42,_,66,73,83
_,10,20,_,45,53,_,75,_
_,18,26,_,49,_,69,_,86
	Ticket 2: 
2,_,25,_,41,_,62,75,_
4,19,27,35,_,59,_,_,_
_,_,28,_,48,_,66,76,80
	Ticket 3: 
4,15,22,35,_,50,_,_,_
6,16,_,38,_,_,64,_,86
_,18,27,39,_,57,_,_,88

Card 142
	Ticket 1: 
1,_,_,37,_,50,_,71,84
9,12,_,_,_,52,_,74,87
_,14,_,_,_,55,60,79,90
